generation,avg_fitness,max_fitness,signals_emitted,iconicity,mutual_info,jsd_no_pred,jsd_pred,silence_corr,sender_fit_corr,traj_fluct_ratio,receiver_fit_corr,response_fit_corr,silence_onset_jsd,silence_move_delta,avg_base_hidden,min_base_hidden,max_base_hidden,avg_signal_hidden,min_signal_hidden,max_signal_hidden,zone_deaths,signal_entropy,freeze_zone_deaths,food_mi,poison_eaten,energy_delta_mi
1220,24518.5137,319367.6250,184719,0.004193,0.000000,0.046441,0.008340,-0.966255,-0.788941,0.000000,0.472750,0.113556,0.000000,0.000000,12.1,8,16,5.6,2,10,5760,1.679662,3725,0.003544,0,0.004608
1230,34930.9453,590500.0000,198623,0.060309,0.000000,0.015694,0.028553,0.218295,-0.689698,0.000000,0.306661,0.199116,0.023279,-0.012158,12.2,7,16,5.6,2,10,5380,1.664595,3717,0.001891,0,0.002883
1240,28550.2070,467150.0000,206036,0.035439,0.000000,0.095474,0.049340,0.005084,-0.691295,0.000000,0.348763,0.158753,0.092494,-0.121225,12.2,7,18,5.7,2,10,5520,1.668245,2328,0.002801,0,0.003436
1250,39265.7109,578100.0625,227800,0.023106,0.000000,0.049685,0.013333,0.219746,-0.728487,0.000000,0.466251,0.064137,0.080565,0.253755,12.3,7,16,5.7,2,10,5105,1.648152,3054,0.001924,0,0.000474
1260,33313.6875,283997.0000,228081,0.081437,0.000000,0.013596,0.011033,-0.969601,-0.805109,0.000000,0.550365,0.063801,0.086867,0.053264,12.1,6,16,5.8,2,10,5098,1.654891,2311,0.002357,0,0.000202
1270,38315.2734,653150.0000,197437,0.005259,0.000000,0.040787,0.017313,0.126663,-0.661122,0.000000,0.256158,0.106141,0.000000,0.000000,12.1,7,17,5.8,2,10,5478,1.630918,2430,0.001731,0,0.003454
1280,52067.7852,812500.0000,214079,0.204572,0.000000,0.042262,0.019438,0.117891,-0.644843,0.000000,0.370042,0.100582,0.059696,-0.157041,12.1,8,16,5.8,2,9,5029,1.639920,3780,0.002908,0,0.003220
1290,54662.0977,762500.0000,239962,0.078997,0.000000,0.015371,0.022740,0.218049,-0.605795,0.000000,0.551337,0.028348,0.000000,0.000000,12.3,7,17,5.6,2,10,4911,1.675579,3158,0.001207,0,0.001389
1300,22765.4414,435850.0000,177491,0.069503,0.000000,0.062825,0.015982,0.167373,-0.705188,0.000000,0.437527,0.080412,0.000000,0.000000,12.3,8,17,5.8,2,10,5986,1.664481,4732,0.003913,0,0.003991
1310,25642.3730,415900.0000,206841,0.059741,0.000000,0.019492,0.027658,0.276159,-0.820361,0.000000,0.646091,0.102590,0.000000,0.000000,12.3,8,17,5.8,2,9,5301,1.676477,3603,0.006409,0,0.010260
1320,59863.0039,765450.0000,260716,0.041687,0.000000,0.029129,0.021035,0.256260,-0.607231,0.000000,0.453732,0.109333,0.045411,-0.125012,12.4,9,16,5.7,2,10,4575,1.609011,1719,0.001945,0,0.000581
1330,29522.9531,506350.0000,195227,0.020338,0.000000,0.025887,0.008302,0.154095,-0.758455,0.000000,0.449428,0.119104,0.044114,-0.020385,12.4,8,17,5.7,2,9,5332,1.653460,3186,0.001862,0,0.002193
1340,20245.3086,416700.0000,165138,0.002171,0.000000,0.083137,0.016052,0.109782,-0.706009,0.000000,0.323148,0.114150,0.000000,0.000000,12.4,9,17,5.8,2,10,6065,1.670711,3331,0.006438,0,0.008953
1350,24506.6973,496650.0000,167722,0.068436,0.000000,0.052975,0.014730,0.189340,-0.665397,0.000000,0.190407,0.123741,0.037061,-0.109239,12.3,9,17,5.7,2,11,6067,1.664151,4446,0.005194,0,0.005856
1360,23784.3105,456300.0312,176921,0.055325,0.000000,0.028619,0.017232,0.172206,-0.666921,0.000000,0.264770,0.079009,0.000000,0.000000,12.1,8,17,5.8,2,11,5952,1.677853,3088,0.002634,0,0.004101
1370,21884.1738,400300.0312,186406,0.037100,0.000000,0.030726,0.044605,0.116171,-0.676059,0.000000,0.330401,0.157259,0.000000,0.000000,12.3,7,16,5.6,2,10,6088,1.683082,3284,0.001822,0,0.003475
1380,30001.4219,532350.0625,190676,0.017533,0.000000,0.050935,0.024385,0.107162,-0.643052,0.000000,0.242710,0.101952,0.051297,-0.140364,12.2,8,17,5.8,2,10,5782,1.664486,4367,0.003024,0,0.004705
1390,28198.0938,212519.3125,208299,0.032905,0.000000,0.088797,0.020479,-0.940340,-0.810198,0.000000,0.570120,0.164995,0.079406,0.344893,12.3,7,18,5.7,2,10,5466,1.663174,4258,0.004088,0,0.001528
1400,33328.7031,624300.0000,180597,0.004651,0.000000,0.147433,0.030729,0.190772,-0.613444,0.000000,0.219894,0.075102,0.070546,-0.189258,12.3,6,17,5.7,2,10,5795,1.649776,2486,0.006395,0,0.012209
1410,79263.8906,987800.0000,265849,0.290193,0.000000,0.020842,0.013905,0.268305,-0.554324,0.000000,0.506681,0.099198,0.029475,-0.082488,12.4,9,16,5.7,2,10,4076,1.568319,3656,0.000931,0,0.001307
1420,42106.3477,720150.0000,196579,0.175719,0.000000,0.037691,0.019211,0.206305,-0.625736,0.000000,0.496851,0.211813,0.061058,-0.165405,12.2,9,17,5.7,2,9,5448,1.632805,4028,0.002127,0,0.003039
1430,32320.0449,578250.0000,188405,0.092363,0.000000,0.043850,0.019129,0.280738,-0.702149,0.000000,0.319932,0.167906,0.037716,-0.131917,12.2,8,17,5.8,2,10,5624,1.660071,4432,0.006525,0,0.008520
1440,28701.5020,371606.4062,206017,0.016799,0.000000,0.048685,0.028468,-0.954396,-0.767459,0.000000,0.414367,0.138491,0.000000,0.000000,12.3,8,17,5.8,2,11,5458,1.641426,2710,0.002796,0,0.000993
1450,46102.0703,591850.0625,260083,0.133789,0.000000,0.031162,0.012297,0.066135,-0.680478,0.000000,0.348251,0.149985,0.021330,0.069397,12.2,7,17,5.8,2,11,4612,1.678985,2392,0.001237,0,0.000288
1460,18801.7148,347308.5000,169650,0.108072,0.000000,0.033131,0.018763,-0.893204,-0.806540,0.000000,0.552561,0.111098,0.057188,-0.053261,12.3,7,17,5.7,2,11,5769,1.664401,3723,0.003836,0,0.004627
1470,45540.7227,293136.2188,267826,0.000000,0.000000,0.000000,0.027590,-0.969891,-0.777194,0.000000,0.648003,0.102864,0.000000,0.000000,12.4,7,16,5.6,2,10,4379,1.646081,2405,0.001059,0,0.001904
1480,40192.0078,596900.0000,224668,0.066043,0.000000,0.012940,0.011312,0.262587,-0.721327,0.000000,0.430738,0.073901,0.049802,0.035379,12.3,8,16,5.7,2,10,4883,1.587334,1856,0.002610,0,0.002453
1490,33515.3945,694850.0625,163617,0.127732,0.000000,0.029105,0.013054,0.040450,-0.514483,0.000000,0.057537,0.178291,0.035398,-0.107412,12.3,8,17,5.6,2,10,5986,1.630800,3944,0.007556,0,0.006437
1500,37760.9062,622850.0625,204577,0.000000,0.000000,0.000000,0.019290,0.223736,-0.633539,0.000000,0.081803,0.085044,0.000000,0.000000,12.3,8,16,5.7,2,10,5560,1.651345,3575,0.002887,0,0.003381
1510,37503.6797,594450.0000,211813,0.158067,0.000000,0.050486,0.022579,0.211779,-0.657483,0.000000,0.350969,0.094320,0.023351,-0.129121,12.4,9,17,5.6,2,10,5298,1.648712,3774,0.002567,0,0.004137
1520,29711.1035,498050.0312,200611,0.096960,0.000000,0.042931,0.021403,0.213091,-0.692930,0.000000,0.355194,0.133946,0.047140,-0.145380,12.3,9,16,5.6,2,10,5441,1.665918,4214,0.005213,0,0.004653
1530,38378.3398,668100.0625,193313,0.115587,0.000000,0.031879,0.027282,0.089726,-0.622278,0.000000,0.532994,0.020798,0.000000,0.000000,12.2,8,17,5.6,2,9,5496,1.652719,3501,0.008231,0,0.010677
1540,29940.5703,498988.0000,201232,0.000034,0.000000,0.000000,0.016501,-0.592228,-0.771439,0.000000,0.585876,0.083995,0.000000,0.000000,12.2,8,17,5.6,2,9,5581,1.652335,3141,0.004448,0,0.001807
1550,31550.8516,492667.5000,201142,0.011043,0.000000,0.011805,0.021413,-0.905139,-0.768032,0.000000,0.560367,0.085211,0.000000,0.000000,12.3,9,17,5.6,2,9,5617,1.644242,2634,0.001551,0,0.001040
1560,63116.9102,833500.0000,251110,0.063655,0.000000,0.032475,0.007854,0.176148,-0.657327,0.000000,0.310619,0.063824,0.017343,-0.056339,12.4,8,17,5.7,2,10,4322,1.564346,3284,0.001685,0,0.001068
1570,41574.2891,675650.0000,206217,0.099783,0.000000,0.100511,0.029915,0.052317,-0.600386,0.000000,0.513395,0.067534,0.125688,0.054035,12.4,7,17,5.6,2,9,5228,1.595604,3210,0.003245,0,0.003989
1580,26813.3613,515200.0000,175811,0.006424,0.000000,0.022563,0.016273,0.003136,-0.702795,0.000000,0.243094,0.143847,0.073239,0.146199,12.4,9,16,5.7,2,10,5785,1.629419,3078,0.003995,0,0.005859
1590,42859.9414,651950.0000,221316,0.075088,0.000000,0.008845,0.008950,0.240893,-0.647881,0.000000,0.194683,0.070327,0.008997,-0.025717,12.5,9,16,5.6,2,9,5344,1.631644,3337,0.002486,0,0.000561
1600,68769.9922,964400.0000,237512,0.067039,0.000000,0.027649,0.020205,0.227706,-0.565331,0.000000,0.590949,0.000000,0.000000,0.000000,12.4,8,18,5.7,2,10,4648,1.568893,4112,0.002835,0,0.003801
1610,57909.4297,730750.0000,263658,0.001963,0.000000,0.171004,0.006767,0.228509,-0.715474,0.000000,0.417114,0.059289,0.000000,0.000000,12.4,9,19,5.6,2,9,4362,1.641629,2526,0.002230,0,0.002849
1620,33781.0195,508350.0000,223138,0.062384,0.000000,0.017812,0.012487,0.181805,-0.727774,0.000000,0.427888,0.161960,0.029414,0.071383,12.5,8,19,5.6,2,9,5248,1.674546,1994,0.004126,0,0.006250
1630,24714.2070,458250.0000,182204,0.000000,0.000000,0.000000,0.032345,0.161641,-0.756075,0.000000,0.511887,0.115706,0.000000,0.000000,12.4,8,19,5.6,2,10,5769,1.681875,4349,0.001712,0,0.003363
1640,32880.0898,507250.0000,218683,0.031512,0.000000,0.027995,0.030473,0.293976,-0.733127,0.000000,0.423347,0.175793,0.041902,0.069497,12.3,9,18,5.6,2,10,5460,1.668436,3073,0.001280,0,0.000908
1650,50583.2070,754600.0625,223690,0.106669,0.000000,0.036683,0.017833,0.187139,-0.668146,0.000000,0.380991,0.062682,0.049701,-0.136219,12.3,6,18,5.7,2,10,4886,1.615950,4124,0.001769,0,0.001989
1660,28317.6133,499600.0000,191258,0.048245,0.000000,0.018636,0.022915,0.191843,-0.716396,0.000000,0.417894,0.071599,0.000000,0.000000,12.4,9,18,5.8,2,11,5658,1.650006,3921,0.001884,0,0.003737
1670,45806.9219,675200.0000,226724,0.094820,0.000000,0.014194,0.012102,0.286706,-0.690041,0.000000,0.348129,0.119803,0.035375,-0.098396,12.4,9,18,5.8,2,11,4944,1.691838,3749,0.001653,0,0.000618
1680,46236.5352,654400.0000,237112,0.057054,0.000000,0.046713,0.034745,-0.059727,-0.667324,0.000000,0.363083,0.070651,0.076836,-0.204811,12.2,9,17,5.8,2,10,5067,1.671093,2643,0.001476,0,0.000251
1690,35098.1055,464758.0000,228114,0.015567,0.000000,0.037929,0.015828,-0.932511,-0.627443,0.000000,0.274290,0.084123,0.050142,-0.088079,12.1,9,16,5.8,2,11,5723,1.722822,3739,0.001308,0,0.000637
1700,39760.5312,684000.0000,196535,0.001274,0.000000,0.023006,0.018961,0.243022,-0.617141,0.000000,0.188597,0.086066,0.000000,0.000000,12.1,8,16,5.7,2,9,5680,1.664450,2959,0.002899,0,0.006401
1710,19773.2637,422150.0000,158951,0.000000,0.000000,0.000000,0.009334,0.259385,-0.752176,0.000000,0.462498,0.088679,0.000000,0.000000,12.3,9,17,5.6,2,9,6054,1.606681,4397,0.004867,0,0.007902
1720,40670.7773,592950.0000,228475,0.097887,0.000000,0.017044,0.016208,0.236785,-0.737175,0.000000,0.443384,0.144782,0.119181,0.361892,12.3,7,16,5.6,2,10,4796,1.664249,3705,0.003153,0,0.005988
1730,23506.3867,251880.2031,181155,0.002814,0.000000,0.068437,0.021145,-0.969121,-0.775571,0.000000,0.397409,0.151775,0.000000,0.000000,12.2,9,16,5.6,2,9,5931,1.639851,4631,0.002088,0,0.001922
1740,16183.5791,356900.0000,155250,0.000210,0.000000,0.000000,0.022664,-0.081157,-0.693587,0.000000,0.357681,0.105097,0.000000,0.000000,12.2,8,17,5.7,2,10,6371,1.631696,1917,0.007880,0,0.009193
1750,28629.1152,556900.0000,174468,0.002875,0.000000,0.076838,0.006772,0.158499,-0.657889,0.000000,0.219345,0.084428,0.000000,0.000000,12.3,9,16,5.6,2,10,5988,1.670271,3256,0.003032,0,0.003953
1760,100142.5703,1129800.0000,293450,0.266850,0.000000,0.030584,0.032425,0.301713,-0.527503,0.000000,-0.001125,0.085184,0.028277,-0.130634,12.2,8,16,5.6,2,9,3737,1.680892,1858,0.001971,0,0.001197
1770,20156.0918,357666.4062,183746,0.010617,0.000000,0.065294,0.020155,-0.854457,-0.674932,0.000000,0.361255,0.115064,0.000000,0.000000,12.2,8,16,5.6,2,9,6274,1.700377,1945,0.001551,0,0.001579
1780,38958.9375,668400.0000,195521,0.166914,0.000000,0.046712,0.022286,-0.007355,-0.656554,0.000000,0.240868,0.053480,0.038988,-0.134421,12.2,7,17,5.7,2,10,5357,1.653058,3983,0.001954,0,0.002255
1790,21999.6836,400250.0000,186096,0.081524,0.000000,0.076350,0.053846,0.184146,-0.753349,0.000000,0.362968,0.166516,0.061265,0.091163,12.2,8,17,5.8,2,9,5807,1.701348,1528,0.003184,0,0.005382
1800,28650.9395,486750.0000,199051,0.063084,0.000000,0.076477,0.028370,0.177911,-0.722086,0.000000,0.402124,0.089913,0.000000,0.000000,12.2,8,16,5.8,2,10,5695,1.668250,2289,0.002868,0,0.003025
1810,24004.2070,384301.2188,207316,0.081407,0.000000,0.107351,0.032793,-0.681541,-0.791428,0.000000,0.525816,0.163651,0.086471,0.068610,12.2,8,18,5.7,2,9,5543,1.693737,3324,0.001285,0,0.001646
1820,26090.7676,474950.0000,184675,0.138104,0.000000,0.144457,0.019850,0.204887,-0.758051,0.000000,0.590696,0.084621,0.000000,0.000000,12.1,8,17,5.7,2,9,5561,1.632270,3645,0.002206,0,0.002680
1830,71205.9297,814250.0000,288908,0.077979,0.000000,0.032310,0.007427,0.208957,-0.674224,0.000000,0.319352,0.062100,0.034793,-0.117502,12.3,8,18,5.6,2,9,3711,1.668810,1765,0.001391,0,0.000267
1840,33930.4883,605250.0000,190343,0.125719,0.000000,0.002638,0.015153,0.034725,-0.632019,0.000000,0.413172,0.033047,0.000000,0.000000,12.3,9,17,5.7,2,9,5882,1.681950,3646,0.000884,0,0.001644
1850,50560.9766,690150.0000,244231,0.014913,0.000000,0.053834,0.008695,0.164760,-0.727342,0.000000,0.385002,0.107236,0.000000,0.000000,12.4,9,17,5.7,2,9,4678,1.679644,1787,0.001469,0,0.000950
1860,25012.2559,498550.0312,169577,0.000000,0.000000,0.000000,0.013109,0.183788,-0.756412,0.000000,0.482930,0.068872,0.000000,0.000000,12.4,9,16,5.7,2,11,5852,1.687898,2756,0.003887,0,0.003961
1870,21624.3379,447550.0312,163389,0.000000,0.000000,0.000000,0.009634,0.221186,-0.752696,0.000000,0.379324,0.070913,0.000000,0.000000,12.3,8,17,5.6,2,10,5901,1.644207,3292,0.004861,0,0.005203
1880,36983.9844,570200.0000,218376,0.180438,0.000000,0.033030,0.010216,0.263697,-0.707536,0.000000,0.441006,0.065835,0.042049,-0.099116,12.3,8,17,5.6,2,10,5371,1.686441,3212,0.001595,0,0.000795
1890,29890.4570,560250.0000,180856,0.069210,0.000000,0.024253,0.013847,-0.286614,-0.652886,0.000000,0.069164,0.147453,0.015387,0.026679,12.2,8,17,5.8,2,11,5876,1.694513,4811,0.003520,0,0.003853
1900,46048.3008,686600.0625,226132,0.240895,0.000000,0.034678,0.021553,0.288957,-0.631486,0.000000,0.040860,0.162057,0.012618,-0.109599,12.3,9,18,5.7,2,10,5357,1.720692,3634,0.001067,0,0.000704
1910,43698.6914,717000.0000,204620,0.021102,0.000000,0.090771,0.029241,0.174717,-0.615428,0.000000,0.165448,0.053635,0.000000,0.000000,12.2,7,16,5.7,2,10,5320,1.620258,2641,0.002350,0,0.002942
1920,29939.9395,521350.0312,193691,0.049343,0.000000,0.058608,0.017466,0.212226,-0.744235,0.000000,0.411444,0.090013,0.119986,-0.306090,12.3,9,16,5.7,2,10,5630,1.679369,3763,0.002968,0,0.004125
1930,33969.6484,466287.0312,229563,0.069816,0.000000,0.026375,0.009900,-0.882834,-0.791177,0.000000,0.517670,0.109353,0.000000,0.000000,12.2,8,17,5.6,2,10,5120,1.677733,2340,0.000790,0,0.000674
1940,33253.1797,568250.0000,197777,0.023719,0.000000,0.077697,0.030800,0.237092,-0.685144,0.000000,0.332544,0.068447,0.000000,0.000000,12.4,9,18,5.6,2,9,5736,1.657636,4091,0.002978,0,0.002853
1950,49128.1914,730950.0000,226998,0.056034,0.000000,0.017651,0.017273,0.224797,-0.603581,0.000000,0.594087,0.024340,0.000000,0.000000,12.4,8,17,5.6,2,10,5469,1.660391,3428,0.001858,0,0.000688
1960,29523.2773,511950.0000,194058,0.000846,0.000000,0.000000,0.019188,0.275927,-0.729969,0.000000,0.419317,0.111252,0.000000,0.000000,12.3,8,16,5.6,2,10,5552,1.618506,4220,0.002315,0,0.002406
1970,48583.9336,706200.0000,230172,0.099246,0.000000,0.019540,0.015543,0.166135,-0.651878,0.000000,0.208587,0.129240,0.023711,-0.002427,12.1,8,16,5.7,2,10,4958,1.662926,3915,0.001874,0,0.001592
1980,46532.9766,669900.0000,232609,0.003851,0.000000,0.011107,0.023567,0.189725,-0.674316,0.000000,0.397957,0.092328,0.013577,-0.038627,12.3,8,16,5.6,2,9,4991,1.644003,3058,0.001721,0,0.002474
1990,75489.3359,860650.0000,291112,0.099879,0.000000,0.018514,0.014896,0.282506,-0.670499,0.000000,0.426976,0.152836,0.064725,0.138189,12.2,8,17,5.7,2,9,4045,1.653073,986,0.000661,0,0.000921
2000,39024.0312,676400.0000,194166,0.019575,0.000000,0.023870,0.013494,0.189588,-0.591478,0.000000,0.371993,0.076634,0.025366,-0.071288,12.2,8,18,5.7,2,10,5499,1.612504,4236,0.004471,0,0.005089
2010,27268.2188,490000.0000,187277,0.088800,0.000000,0.083377,0.032466,0.305213,-0.697448,0.000000,0.338268,0.176929,0.070369,-0.021683,12.3,8,18,5.6,2,10,5572,1.673327,4864,0.002270,0,0.003599
2020,38136.3086,669350.0625,190580,0.220110,0.000000,0.022360,0.008588,0.143114,-0.669953,0.000000,0.265911,0.128152,0.022588,0.021532,12.2,9,17,5.7,2,10,5283,1.635187,4030,0.004511,0,0.004037
2030,25136.6172,418800.0312,204048,0.089465,0.000000,0.097401,0.037195,0.096606,-0.718801,0.000000,0.471970,0.149124,0.000000,0.000000,12.3,8,17,5.5,2,10,5881,1.697018,3446,0.001307,0,0.001799
2040,34868.7734,484300.0312,240929,0.112038,0.000000,0.021227,0.043893,0.346456,-0.785648,0.000000,0.522118,0.156701,0.050770,0.227245,12.2,8,16,5.7,2,10,4908,1.703518,2683,0.000665,0,0.000162
2050,59249.0781,826100.0625,238478,0.081898,0.000000,0.033300,0.017378,0.217623,-0.610380,0.000000,0.222234,0.112740,0.037657,-0.115848,12.0,8,16,5.8,2,10,4573,1.671132,3808,0.000874,0,0.000915
2060,39837.2969,636800.0000,210907,0.191856,0.000000,0.090317,0.039953,0.111469,-0.587016,0.000000,0.115521,0.080711,0.114408,-0.314263,12.1,8,16,5.6,2,10,5467,1.685770,3327,0.002601,0,0.003512
2070,50938.0508,806350.0625,211690,0.057640,0.000000,0.014053,0.026627,0.146892,-0.539902,0.000000,0.160105,0.117196,0.013233,-0.048014,12.2,7,16,5.7,2,10,5154,1.565625,3720,0.002355,0,0.003019
2080,27611.1816,530000.0000,176780,0.039506,0.000000,0.019227,0.011169,0.112779,-0.635974,0.000000,0.168891,0.094724,0.037444,0.003294,12.3,9,17,5.6,2,10,5933,1.667903,1871,0.004998,0,0.006007
2090,23129.5996,271232.0000,188161,0.005778,0.000000,0.058084,0.026335,-0.967657,-0.788437,0.000000,0.458547,0.116412,0.000000,0.000000,12.2,8,17,5.6,2,9,5778,1.654569,4332,0.002723,0,0.003522
2100,27287.6660,498600.0000,184458,0.000081,0.000000,0.000000,0.018008,0.251886,-0.714029,0.000000,0.486393,0.094697,0.000000,0.000000,12.2,8,16,5.7,2,9,5641,1.604304,3029,0.003818,0,0.004969
2110,49741.7227,617800.0000,267166,0.212957,0.000000,0.141589,0.022588,0.233910,-0.696293,0.000000,0.410133,0.099442,0.112893,-0.266725,12.2,7,16,5.7,2,9,4190,1.679692,3987,0.002471,0,0.002519
2120,28224.2656,570500.0000,166801,0.003931,0.000000,0.034626,0.007334,0.176951,-0.671190,0.000000,0.178875,0.102570,0.000000,0.000000,12.2,8,17,5.7,2,10,5786,1.642335,3631,0.006129,0,0.005014
2130,42660.8828,640150.0000,221971,0.053389,0.000000,0.049341,0.020747,-0.042113,-0.689600,0.000000,0.265748,0.088109,0.096695,0.045966,12.4,9,17,5.6,2,10,4809,1.586681,4029,0.003646,0,0.003737
2140,55239.7695,706600.0625,260463,0.044484,0.000000,0.048404,0.026474,0.187835,-0.689549,0.000000,0.415943,0.118306,0.062357,-0.130615,12.2,9,17,5.6,2,10,4513,1.699254,2342,0.000723,0,0.000631
2150,19806.6016,361150.0000,185171,0.002916,0.000000,0.344684,0.040658,0.230695,-0.770424,0.000000,0.626381,0.112859,0.000000,0.000000,12.2,8,16,5.7,2,9,5757,1.677931,3353,0.002994,0,0.002980
2160,28014.1895,490550.0312,192425,0.180373,0.000000,0.030997,0.016290,0.231169,-0.724394,0.000000,0.527708,0.000000,0.060759,-0.164646,12.3,8,16,5.7,2,10,5602,1.626995,2789,0.003599,0,0.002805
2170,30205.7852,493250.0000,206650,0.000038,0.000000,0.000000,0.020748,0.276962,-0.761974,0.000000,0.482346,0.169152,0.000000,0.000000,12.4,9,17,5.9,2,10,5547,1.658479,3870,0.002955,0,0.002019
2180,18689.8809,169394.7031,186406,0.081494,0.000000,0.054187,0.052867,-0.942141,-0.807159,0.000000,0.649806,0.141592,0.097891,0.014324,12.3,9,16,5.7,2,9,5904,1.687016,2909,0.001654,0,0.002066
2190,22348.5000,417700.0000,181238,0.005849,0.000000,0.256134,0.030095,0.207368,-0.740550,0.000000,0.354601,0.144090,0.052958,-0.030749,12.3,9,16,5.7,2,10,5853,1.679593,3640,0.002675,0,0.003584
2200,19363.4414,400350.0000,164003,0.007674,0.000000,0.169459,0.027055,0.030989,-0.724880,0.000000,0.385676,0.098952,0.092257,-0.221737,12.3,9,18,5.7,2,9,6002,1.674323,4804,0.005785,0,0.005221
2210,56481.5430,850300.0000,221909,0.012236,0.000000,0.036203,0.028451,0.222021,-0.625495,0.000000,0.226544,0.132499,0.039477,-0.109343,12.3,9,17,5.7,2,9,4967,1.674920,2522,0.001673,0,0.002174
2220,32515.1074,555350.0625,197283,0.090806,0.000000,0.173642,0.028324,0.224515,-0.644876,0.000000,0.379941,0.050095,0.213833,-0.496481,12.2,8,17,5.7,2,11,5539,1.681422,3792,0.002618,0,0.004456
2230,38413.1211,566150.0000,227082,0.000521,0.000000,0.003388,0.018837,0.262743,-0.780317,0.000000,0.610112,0.087314,0.000000,0.000000,12.3,8,17,5.6,2,10,5060,1.663749,3542,0.001550,0,0.002412
2240,35307.7773,526600.0625,224148,0.031056,0.000000,0.014365,0.007005,0.220608,-0.763836,0.000000,0.532136,0.145458,0.000000,0.000000,12.3,9,17,5.5,2,9,5018,1.668669,3073,0.005217,0,0.001778
2250,14666.7148,191545.5000,147461,0.000304,0.000000,0.000000,0.011949,-0.968852,-0.506901,0.000000,0.509081,0.047619,0.000000,0.000000,12.3,8,16,5.6,2,10,6850,1.706149,2384,0.005738,0,0.006829
2260,34243.3594,560550.0000,205233,0.148724,0.000000,0.153271,0.023906,0.110167,-0.731090,0.000000,0.492034,0.124632,0.142163,0.000082,12.3,9,18,5.6,2,9,5378,1.705237,4179,0.002172,0,0.003733
2270,65949.2031,781000.0000,280235,0.013936,0.000000,0.034551,0.010632,0.200117,-0.678526,0.000000,0.634245,0.145598,0.000000,0.000000,12.3,8,17,5.6,2,9,4081,1.655991,2533,0.000855,0,0.001228
2280,26063.6699,446700.0000,198466,0.000000,0.000000,0.000000,0.014283,0.104524,-0.710929,0.000000,0.599957,0.068662,0.000000,0.000000,12.4,7,16,5.6,2,10,6005,1.658656,2686,0.001286,0,0.001756
2290,53422.8828,672750.0000,264423,0.105052,0.000000,0.026298,0.026609,0.288922,-0.654991,0.000000,0.453219,0.142372,0.071060,-0.096515,12.3,8,16,5.6,2,9,4421,1.665880,2706,0.001390,0,0.001329
2300,48017.2578,761450.0000,211101,0.000162,0.000000,0.007447,0.010658,0.230373,-0.596722,0.000000,0.497649,0.032882,0.000000,0.000000,12.2,9,16,5.7,2,9,5135,1.636039,3051,0.001285,0,0.002100
2310,30768.2871,583500.0000,178428,0.031034,0.000000,0.037449,0.028506,0.229267,-0.620016,0.000000,0.267210,0.053539,0.000000,0.000000,12.4,9,16,5.6,2,9,5818,1.631542,3794,0.004164,0,0.006244
